Elements Clean Sheets Per 90,Elements Saves,Elements Transfers In Event,Elements Form Rank,Elements Transfers Out Event,Elements Assists,Elements Expected Goals Conceded Per 90,Elements Saves Per 90,Elements Goals Conceded Per 90,Elements Expected Assists Per 90,Elements Yellow Cards,Elements Event Points
0.3,11.0,23890.399999999987,39.45,5955.0,1.0,1.41,3.67,1.26,0.02,5.0,6.0
0.29,67.0,23890.399999999987,39.45,5748.0,1.0,1.39,2.79,1.25,0.02,3.0,6.0
0.29,67.0,63.0,524.0,122.0,1.0,1.39,2.79,1.25,0.02,3.0,6.0
0.38,67.0,109.0,148.0,125.0,3.0,1.43,2.79,1.22,0.11,7.0,2.0
0.29,67.0,120.0,188.0,104.0,3.0,1.53,2.79,1.56,0.08,2.0,3.0
0.21,67.0,52.0,225.0,42.0,3.0,1.32,2.79,1.25,0.09,4.0,3.0
0.29,67.0,23890.399999999987,39.45,8671.0,1.0,1.39,2.79,1.21,0.08,2.0,10.549999999999955
0.29,67.0,82.0,568.0,266.0,1.0,1.39,2.79,1.21,0.08,2.0,10.549999999999955
0.29,67.0,160.0,419.0,275.0,1.0,1.39,2.79,1.21,0.08,2.0,10.549999999999955
0.34,67.0,2193.0,42.0,1884.0,3.0,1.39,2.79,1.25,0.12,2.0,6.0
0.32,67.0,23890.399999999987,39.45,3414.0,4.0,1.33,2.79,1.13,0.1,5.0,10.549999999999955
0.32,67.0,23890.399999999987,634.0,5.0,4.0,1.33,2.79,1.13,0.1,5.0,10.549999999999955
0.32,67.0,23890.399999999987,603.0,15.0,4.0,1.33,2.79,1.13,0.1,5.0,10.549999999999955
0.32,67.0,82.0,390.0,179.0,4.0,1.45,2.79,2.84,0.13,5.0,10.549999999999955
0.32,67.0,11.0,531.0,170.0,4.0,1.45,2.79,2.84,0.13,5.0,10.549999999999955
0.14,67.0,84.0,394.0,59.0,4.0,1.37,2.79,1.3,0.09,5.0,1.0
0.14,67.0,1825.0,424.0,4046.0,4.0,1.37,2.79,1.3,0.09,5.0,1.0
0.34,67.0,1676.0,94.0,12566.0,4.0,1.31,2.79,1.13,0.23,3.0,3.0
0.34,67.0,143.0,574.0,81.0,4.0,1.31,2.79,1.13,0.23,3.0,3.0
0.34,67.0,72.0,299.0,340.0,4.0,1.79,2.79,1.03,0.11,3.0,1.0
0.34,67.0,72.0,656.0,124.0,4.0,1.79,2.79,1.03,0.22,3.0,1.0
0.34,67.0,20.0,631.0,32.0,4.0,1.79,2.79,1.03,0.22,3.0,1.0
0.33,67.0,8259.0,39.45,994.0,2.0,1.34,2.79,1.19,0.02,4.0,10.0
0.33,67.0,58.0,505.0,71.0,2.0,0.82,2.79,3.581999999999998,0.16,4.0,10.0
0.33,67.0,618.0,654.0,1100.0,2.0,0.82,2.79,3.581999999999998,0.16,4.0,10.0
0.33,67.0,946.0,64.0,1439.0,2.0,3.0664999999999987,2.79,3.581999999999998,0.16,4.0,10.0
0.33,67.0,243.0,39.45,90.0,2.0,3.0664999999999987,2.79,3.581999999999998,0.16,4.0,10.0
0.33,67.0,17.0,731.55,89.0,2.0,1.37,2.79,1.15,0.05,1.0,10.0
0.48,67.0,1541.0,132.0,1486.0,2.0,1.31,2.79,1.12,0.04,2.0,8.0
0.46,67.0,14283.0,100.0,1574.0,2.0,1.09,2.79,2.07,0.04,1.0,10.549999999999955
0.5,67.0,3072.0,95.0,2811.0,2.0,1.09,2.79,0.85,0.01,3.0,6.0
0.46,67.0,35.0,219.0,7608.0,2.0,1.33,2.79,0.97,0.04,2.0,6.0
0.46,67.0,11.0,532.0,38.0,2.0,1.98,2.79,1.84,0.04,1.0,6.0
0.41,67.0,670.0,88.0,4610.0,2.0,1.29,2.79,1.28,0.05,4.0,3.0
0.52,67.0,231.0,238.0,32.0,1.0,1.26,2.79,1.05,0.15,1.0,6.0
0.36,67.0,121.0,353.0,426.0,1.0,1.63,2.79,1.36,0.12,1.0,1.0
0.36,67.0,121.0,445.0,62.0,1.0,1.26,2.79,3.581999999999998,0.12,1.0,1.0
0.36,67.0,5410.0,375.0,1004.0,1.0,1.95,2.79,3.01,0.02,2.0,1.0
0.36,67.0,174.0,423.0,438.0,1.0,1.95,2.79,3.01,0.02,2.0,1.0
0.22,67.0,5451.0,356.0,6970.0,1.0,1.6,2.79,1.88,0.02,4.0,1.0
0.22,67.0,5451.0,693.0,109.0,1.0,1.6,2.79,1.88,0.02,4.0,1.0
0.32,67.0,12.0,730.0,2500.0,5.0,1.4,2.79,1.66,0.29549999999999954,1.0,1.0
0.4,67.0,11562.0,110.0,6128.0,1.0,1.23,2.79,1.19,0.06,2.0,6.0
0.54,67.0,19637.0,39.45,17274.99999999997,1.0,1.15,2.79,0.92,0.05,3.0,8.0
0.54,67.0,52.0,322.0,36.0,1.0,1.41,2.79,1.45,0.22,3.0,1.0
0.39,68.0,23890.399999999987,97.0,9990.0,1.0,1.28,2.96,1.22,0.01,6.0,9.0
0.39,68.0,12222.0,62.0,3124.0,1.0,1.29,2.96,1.22,0.08,4.0,10.0
0.39,68.0,25.0,704.0,38.0,1.0,1.29,2.96,1.22,0.08,4.0,10.0
0.42,68.0,1053.0,302.0,15769.0,3.0,1.26,2.96,1.21,0.09,5.0,1.0
0.42,68.0,1053.0,706.0,9.0,3.0,1.26,2.96,1.21,0.29549999999999954,5.0,1.0
0.54,68.0,104.0,210.0,462.0,3.0,0.94,2.96,0.94,0.17,1.0,3.0
0.54,68.0,555.0,127.0,212.0,3.0,0.82,2.96,0.7445,0.01,2.0,6.0
0.54,68.0,197.0,577.0,455.0,3.0,0.86,2.96,1.91,0.01,1.0,6.0
0.54,68.0,197.0,617.0,5.0,3.0,0.86,2.96,1.91,0.01,1.0,6.0
0.54,68.0,126.0,440.0,189.0,3.0,0.86,2.96,1.91,0.01,1.0,6.0
0.54,68.0,87.0,475.0,89.0,3.0,2.43,2.96,3.581999999999998,0.01,1.0,6.0
0.36,68.0,11.0,240.0,221.0,3.0,1.19,2.96,0.7445,0.04,2.0,6.0
0.36,68.0,45.0,643.0,44.0,3.0,1.19,2.96,0.7445,0.04,2.0,6.0
0.36,68.0,1202.0,638.0,579.0,3.0,1.19,2.96,0.7445,0.04,2.0,6.0
0.36,68.0,2663.0,39.45,6698.0,3.0,1.19,2.96,0.7445,0.04,2.0,10.549999999999955
0.19,68.0,11.0,711.0,35.0,1.0,1.14,2.96,1.68,0.18,1.0,10.549999999999955
0.38,68.0,4346.0,56.0,13971.0,2.0,1.07,2.96,1.26,0.09,1.0,2.0
0.19,68.0,1692.0,141.0,2121.0,2.0,1.13,2.96,1.59,0.02,4.0,1.0
0.24,68.0,2457.0,146.0,3584.0,3.0,1.09,2.96,1.28,0.23,2.0,2.0
0.28,68.0,353.0,228.0,1078.0,4.0,1.09,2.96,1.28,0.22,7.0,3.0
0.17,68.0,912.0,126.0,810.0,4.0,1.11,2.96,1.3,0.01,5.0,2.0
0.17,68.0,389.0,426.0,193.0,4.0,1.11,2.96,1.3,0.01,5.0,2.0
0.23,68.0,30.0,305.0,73.0,4.0,1.16,2.96,1.64,0.22,2.0,2.0
0.2,68.0,1134.0,140.0,1577.0,1.0,1.09,2.96,1.5,0.03,1.0,2.0
0.08450000000000003,68.0,132.0,334.0,252.0,1.0,1.25,2.96,1.18,0.03,2.0,1.0
0.08450000000000003,68.0,132.0,626.0,5.0,1.0,1.25,2.96,1.18,0.03,2.0,1.0
0.22,68.0,9750.0,39.45,17274.99999999997,3.0,1.11,2.96,1.25,0.22,1.0,2.0
0.17,67.0,1869.0,116.0,4403.0,1.0,1.15,2.79,1.33,0.22,3.0,2.0
0.18,67.0,99.0,147.0,126.0,2.0,1.11,2.79,1.44,0.05,7.0,2.0
0.18,67.0,99.0,441.0,87.0,2.0,1.11,2.79,1.44,0.05,7.0,2.0
0.27,67.0,1722.0,134.0,1804.0,1.0,1.29,2.79,1.65,0.01,1.0,8.0
0.36,67.0,23890.399999999987,103.0,17274.99999999997,2.0,1.15,2.79,1.25,0.09,3.0,8.0
0.36,67.0,23890.399999999987,580.0,5.0,2.0,1.15,2.79,1.25,0.09,3.0,8.0
0.36,67.0,19.0,672.0,25.0,2.0,3.0664999999999987,2.79,3.33,0.15,2.0,8.0
0.17,67.0,23890.399999999987,39.45,16159.0,6.0,1.15,2.79,1.33,0.13,5.0,4.0
0.17,67.0,23890.399999999987,722.0,10.0,6.0,3.0664999999999987,2.79,1.33,0.13,5.0,4.0
0.14,67.0,13.0,551.0,254.0,2.0,1.2,2.79,1.21,0.03,3.0,4.0
0.14,67.0,489.0,714.0,662.0,2.0,1.2,2.79,1.21,0.03,3.0,4.0
0.22,67.0,16.0,150.0,10246.0,2.0,1.27,2.79,1.41,0.1,2.0,4.0
0.22,67.0,211.0,367.0,130.0,2.0,1.97,2.79,1.41,0.1,2.0,1.0
0.22,67.0,20.0,558.0,29.0,2.0,2.48,2.79,2.9,0.1,2.0,1.0
0.54,67.0,70.0,338.0,152.0,2.0,0.82,2.79,2.9,0.29549999999999954,2.0,1.0
0.54,67.0,94.0,573.0,60.0,2.0,0.82,2.79,2.9,0.29549999999999954,2.0,1.0
0.22,67.0,38.0,208.0,31.0,2.0,1.15,2.79,1.17,0.03,2.0,2.0
0.22,67.0,68.0,506.0,56.0,2.0,1.15,2.79,1.17,0.03,2.0,2.0
0.22,67.0,887.0,39.45,212.0,2.0,1.15,2.79,1.17,0.03,2.0,10.549999999999955
0.23,67.0,205.0,231.0,602.0,1.0,1.36,2.79,1.4,0.12,1.0,2.0
0.23,67.0,205.0,675.0,1140.0,1.0,2.76,2.79,3.581999999999998,0.03,3.0,2.0
0.23,67.0,205.0,485.0,5.0,1.0,2.76,2.79,3.581999999999998,0.03,3.0,2.0
0.24,67.0,11.0,252.0,22.0,1.0,1.25,2.79,0.96,0.22,1.0,2.0
0.24,67.0,269.0,731.55,2163.0,1.0,2.16,2.79,2.3,0.02,1.0,2.0
0.1,67.0,12.0,306.0,144.0,1.0,2.31,2.79,2.25,0.11,1.0,2.0
0.15,67.0,11.0,728.0,87.0,2.0,2.17,2.79,1.79,0.08,1.0,2.0
0.15,67.0,47.0,457.0,293.0,2.0,2.17,2.79,2.39,0.02,1.0,2.0
0.09,67.0,428.0,380.0,2871.0,2.0,2.06,2.79,2.05,0.16,5.0,1.0
0.15,67.0,12376.0,104.0,12878.0,2.0,1.87,2.79,1.89,0.06,7.0,9.0
0.15,67.0,12376.0,454.0,26.0,2.0,1.87,2.79,1.89,0.06,7.0,9.0
0.14,67.0,4167.0,177.0,3825.0,2.0,1.96,2.79,1.86,0.01,2.0,1.0
0.14,67.0,4167.0,694.0,5.0,2.0,2.85,2.79,3.581999999999998,0.1,2.0,1.0
0.14,67.0,102.0,287.0,92.0,1.0,2.88,2.79,1.72,0.04,1.0,1.0
0.14,67.0,102.0,630.0,12.0,1.0,2.88,2.79,1.72,0.04,1.0,1.0
0.14,67.0,395.0,189.0,1649.0,1.0,1.92,2.79,1.93,0.07,4.0,2.0
0.14,67.0,380.0,422.0,2025.0,1.0,2.7,2.79,2.74,0.04,2.0,2.0
0.14,67.0,380.0,581.0,325.0,1.0,2.7,2.79,2.74,0.04,2.0,2.0
0.14,67.0,133.0,376.0,241.0,1.0,3.05,2.79,2.66,0.01,2.0,2.0
0.09,67.0,122.0,206.0,337.0,1.0,1.98,2.79,2.03,0.05,7.0,2.0
0.09,67.0,122.0,459.0,5.0,1.0,1.98,2.79,2.03,0.05,7.0,2.0
0.09,67.0,326.0,427.0,347.0,1.0,1.98,2.79,2.03,0.05,7.0,2.0
0.09,67.0,28.0,308.0,32.0,1.0,1.85,2.79,1.34,0.16,3.0,1.0
0.09,67.0,3321.0,325.0,1483.0,1.0,1.75,2.79,1.84,0.01,3.0,1.0
0.17,17.0,105.0,330.0,591.0,1.0,2.14,2.83,2.67,0.01,3.0,1.0
0.12,17.0,107.0,456.0,1052.0,1.0,2.03,2.83,1.83,0.01,2.0,1.0
0.11,17.0,44.0,276.0,88.0,1.0,1.94,2.83,2.31,0.03,1.0,1.0
0.08450000000000003,70.0,460.0,378.0,1252.0,1.0,2.01,3.89,1.83,0.03,1.0,1.0
0.2,70.0,35.0,286.0,103.0,1.0,1.52,3.89,2.17,0.04,2.0,1.0
0.2,70.0,722.0,357.0,894.0,1.0,1.88,3.89,3.581999999999998,0.14,2.0,1.0
0.18,70.0,14.0,731.55,472.0,1.0,2.14,3.89,1.57,0.04,2.0,1.0
0.09,70.0,383.0,224.0,563.0,1.0,2.13,3.89,2.07,0.02,2.0,2.0
0.1,70.0,801.0,363.0,2215.0,1.0,2.0,3.89,2.03,0.01,5.0,1.0
0.1,70.0,35.0,288.0,78.0,2.0,2.47,3.89,2.88,0.11,1.0,1.0
0.1,70.0,11.0,686.0,8.0,2.0,0.9,3.89,1.14,0.02,1.0,1.0
0.1,70.0,200.0,449.0,138.0,2.0,3.0664999999999987,3.89,3.581999999999998,0.03,1.0,1.0
0.1,70.0,54.0,264.0,496.0,2.0,3.0664999999999987,3.89,3.581999999999998,0.03,1.0,1.0
0.1,70.0,74.0,584.0,5.0,2.0,3.0664999999999987,3.89,3.581999999999998,0.03,1.0,1.0
0.16,70.0,785.0,304.0,1950.0,2.0,1.85,3.89,1.82,0.16,6.0,1.0
0.08450000000000003,70.0,139.0,213.0,303.0,2.0,1.75,3.89,2.51,0.08,5.0,2.0
0.08450000000000003,70.0,237.0,729.0,304.0,2.0,2.37,3.89,1.91,0.04,5.0,2.0
0.08450000000000003,70.0,690.0,181.0,972.0,2.0,1.86,3.89,2.34,0.05,7.0,2.0
0.08450000000000003,70.0,690.0,605.0,200.0,2.0,1.86,3.89,2.34,0.05,7.0,2.0
0.08450000000000003,70.0,690.0,552.0,14800.0,2.0,3.0664999999999987,3.89,3.49,0.13,7.0,2.0
0.08450000000000003,70.0,219.0,362.0,615.0,2.0,2.12,3.89,2.77,0.06,1.0,2.0
0.08450000000000003,70.0,1825.0,279.0,3288.0,2.0,2.06,3.89,2.13,0.01,1.0,1.0
0.08450000000000003,70.0,67.0,170.0,171.0,4.0,1.95,3.89,2.08,0.02,1.0,2.0
0.08450000000000003,70.0,3575.0,292.0,6142.0,4.0,2.01,3.89,2.08,0.02,3.0,2.0
0.08450000000000003,70.0,62.0,569.0,242.0,4.0,2.01,3.89,2.08,0.02,3.0,2.0
0.08450000000000003,68.0,381.0,381.0,258.0,4.0,2.08,4.12,2.12,0.02,3.0,1.0
0.08450000000000003,68.0,240.0,421.0,588.0,4.0,2.08,4.12,2.12,0.02,3.0,1.0
0.08450000000000003,68.0,1374.0,269.0,2901.0,1.0,2.04,4.12,2.28,0.02,3.0,1.0
0.08450000000000003,68.0,112.0,273.0,248.0,1.0,2.01,4.12,2.14,0.07,1.0,1.0
0.08450000000000003,68.0,112.0,607.0,5.0,1.0,2.01,4.12,2.14,0.07,1.0,1.0
0.08450000000000003,68.0,124.0,256.0,635.0,1.0,1.95,4.12,2.17,0.22,2.0,1.0
0.24,68.0,25.0,392.0,78.0,1.0,2.39,4.12,1.89,0.05,1.0,1.0
0.08450000000000003,68.0,11.0,698.0,165.0,4.0,1.95,4.12,1.85,0.08,4.0,1.0
0.11,68.0,125.0,364.0,746.0,4.0,2.29,4.12,2.06,0.01,2.0,1.0
0.11,68.0,11.0,520.0,51.0,4.0,1.28,4.12,2.47,0.02,1.0,1.0
0.11,68.0,11.0,446.0,5.0,4.0,1.28,4.12,2.47,0.02,1.0,1.0
0.11,17.0,1933.0,267.0,1449.0,4.0,1.63,2.83,2.0,0.02,1.0,1.0
0.11,17.0,442.0,425.0,2144.0,4.0,1.99,2.83,3.02,0.03,1.0,1.0
0.08450000000000003,17.0,9821.0,91.0,16901.0,4.0,2.07,2.83,2.23,0.11,4.0,1.0
0.08450000000000003,17.0,6275.0,291.0,2481.0,4.0,1.67,2.83,2.29,0.01,5.0,1.0
0.08450000000000003,4.0,2131.0,415.0,1533.0,4.0,2.23,2.67,3.581999999999998,0.01,5.0,1.0
0.08450000000000003,4.0,5004.0,200.0,6679.0,2.0,1.76,2.67,1.98,0.09,4.0,2.0
0.12,4.0,21.0,303.0,58.0,2.0,2.45,2.67,2.5,0.03,4.0,2.0
0.12,4.0,11.0,731.55,117.0,2.0,1.72,2.67,2.19,0.22,4.0,2.0
0.12,4.0,78.0,567.0,173.0,2.0,1.72,2.67,2.19,0.22,4.0,2.0
0.12,4.0,78.0,480.0,6.0,2.0,1.72,2.67,2.19,0.22,4.0,2.0
0.08450000000000003,4.0,886.0,72.0,991.0,1.0,2.09,2.67,2.48,0.1,1.0,2.0
0.08450000000000003,4.0,27.0,635.0,13.0,1.0,2.09,2.67,2.48,0.1,1.0,2.0
0.08450000000000003,4.0,37.0,488.0,46.0,1.0,2.09,2.67,2.48,0.1,1.0,2.0
0.08450000000000003,4.0,155.0,320.0,67.0,1.0,3.0664999999999987,2.67,3.581999999999998,0.1,1.0,1.0
0.08450000000000003,4.0,96.0,59.0,519.0,1.0,3.0664999999999987,2.67,3.581999999999998,0.1,1.0,1.0
0.47,36.0,18861.0,54.0,5943.0,1.0,0.82,2.42,0.81,0.01,1.0,9.0
0.47,36.0,13727.0,46.0,17274.99999999997,6.0,0.82,2.42,0.88,0.29549999999999954,4.0,6.0
0.47,36.0,13727.0,637.0,8.0,6.0,0.82,2.42,0.88,0.29549999999999954,4.0,6.0
0.35,36.0,1205.0,393.0,390.0,6.0,1.55,2.42,1.06,0.07,1.0,1.0
0.35,36.0,1205.0,618.0,9.0,6.0,1.55,2.42,1.06,0.07,1.0,1.0
0.22,36.0,1111.0,138.0,6598.0,2.0,1.31,2.42,1.54,0.03,6.0,1.0
0.54,36.0,1127.0,243.0,1900.0,3.0,0.82,2.42,0.7445,0.09,1.0,1.0
0.54,36.0,1127.0,620.0,9.0,3.0,0.82,2.42,0.7445,0.09,1.0,1.0
0.54,36.0,235.0,285.0,462.0,1.0,1.67,2.42,1.2,0.29549999999999954,1.0,1.0
0.54,36.0,150.0,352.0,238.0,1.0,1.09,2.42,1.12,0.04,1.0,1.0
0.35,36.0,23890.399999999987,39.45,17274.99999999997,4.0,0.82,2.42,0.9,0.19,4.0,5.0
0.17,36.0,29.0,673.0,719.0,4.0,0.94,2.42,1.39,0.02,1.0,5.0
0.45,36.0,1448.0,187.0,2781.0,2.0,0.88,2.42,0.86,0.12,5.0,2.0
0.29,36.0,357.0,258.0,885.0,4.0,1.13,2.42,1.27,0.05,1.0,4.0
0.38,24.0,1681.0,451.0,2979.0,4.0,1.21,3.0,1.12,0.05,1.0,4.0
0.45,24.0,17085.0,80.0,4380.0,2.0,0.9,3.0,0.77,0.05,4.0,6.0
0.54,24.0,9668.0,198.0,17274.99999999997,3.0,0.82,3.0,0.7445,0.13,2.0,3.0
0.44,24.0,23710.0,39.45,3351.0,6.0,0.91,3.0,0.93,0.26,1.0,10.549999999999955
0.54,24.0,1629.0,194.0,7520.0,4.0,0.82,3.0,0.7445,0.19,6.0,2.0
0.54,24.0,68.0,562.0,93.0,4.0,0.82,3.0,0.7445,0.19,6.0,2.0
0.54,24.0,75.0,559.0,204.0,4.0,0.82,3.0,0.7445,0.19,6.0,2.0
0.54,24.0,75.0,448.0,24.0,4.0,0.82,3.0,0.7445,0.19,6.0,2.0
0.54,24.0,1124.0,428.0,2713.0,4.0,1.46,3.0,1.6,0.05,1.0,2.0
0.54,24.0,1124.0,455.0,17.0,4.0,1.46,3.0,1.6,0.05,1.0,2.0
0.44,24.0,4035.0,155.0,3495.0,4.0,0.93,3.0,1.09,0.17,2.0,7.0
0.5,24.0,3829.0,66.0,10172.0,6.0,0.9,3.0,0.81,0.22,6.0,3.0
0.53,24.0,223.0,204.0,751.0,1.0,0.82,3.0,0.7445,0.28,1.0,3.0
0.43,24.0,19285.0,121.0,16411.0,1.0,0.91,3.0,0.91,0.03,2.0,5.0
0.43,24.0,253.0,354.0,446.0,1.0,2.88,3.0,3.581999999999998,0.29549999999999954,2.0,5.0
0.43,2.0,13.0,461.0,188.0,1.0,1.15,5.5,3.581999999999998,0.29549999999999954,2.0,5.0
0.43,2.0,26.0,470.0,27.0,1.0,1.15,5.5,3.581999999999998,0.29549999999999954,2.0,5.0
0.43,2.0,25.0,660.0,16.0,1.0,1.15,5.5,3.581999999999998,0.29549999999999954,2.0,5.0
0.43,2.0,39.0,511.0,32.0,1.0,1.15,5.5,3.581999999999998,0.29549999999999954,2.0,5.0
0.43,2.0,385.0,386.0,293.0,1.0,3.0664999999999987,5.5,3.581999999999998,0.09,2.0,5.0
0.43,2.0,4436.0,39.45,2871.0,1.0,3.0664999999999987,5.5,3.581999999999998,0.09,2.0,10.0
0.21,2.0,1511.0,171.0,3420.0,1.0,1.41,5.5,1.42,0.06,3.0,10.0
0.45,2.0,38.0,402.0,1700.0,1.0,1.93,5.5,1.35,0.02,3.0,10.0
0.19,2.0,1357.0,262.0,4771.0,4.0,1.49,5.5,1.6,0.15,5.0,2.0
0.19,2.0,89.0,677.0,77.0,4.0,1.49,5.5,1.6,0.15,5.0,2.0
0.19,2.0,280.0,411.0,135.0,4.0,1.49,5.5,1.6,0.15,5.0,2.0
0.45,2.0,1730.0,39.45,9870.0,6.0,1.22,5.5,1.16,0.29549999999999954,2.0,1.0
0.46,2.0,29.0,119.0,2721.0,4.0,0.92,5.5,0.92,0.21,2.0,1.0
0.2,36.0,2040.0,81.0,6694.0,2.0,1.35,2.4,1.33,0.21,3.0,1.0
0.2,36.0,22881.0,39.45,17274.99999999997,3.0,1.69,2.4,1.45,0.29549999999999954,2.0,2.0
0.15,36.0,362.0,408.0,428.0,1.0,1.55,2.4,1.35,0.23,3.0,2.0
0.22,36.0,23266.0,85.0,17274.99999999997,1.0,1.34,2.4,1.42,0.1,1.0,2.0
0.21,36.0,10911.0,39.45,17274.99999999997,2.0,1.46,2.4,1.48,0.06,2.0,6.0
0.21,36.0,10911.0,731.55,16.0,2.0,1.46,2.4,1.48,0.06,2.0,6.0
0.21,36.0,10911.0,731.55,56.0,2.0,1.46,2.4,1.48,0.06,2.0,6.0
0.35,36.0,2206.0,44.0,2024.0,2.0,1.4,2.4,1.4,0.15,5.0,2.0
0.19,36.0,813.0,382.0,12813.0,2.0,1.39,2.4,1.29,0.05,3.0,2.0
0.2,36.0,428.0,130.0,386.0,4.0,1.66,2.4,1.72,0.21,2.0,2.0
0.2,36.0,407.0,184.0,536.0,4.0,1.42,2.4,3.21,0.03,2.0,1.0
0.22,26.0,336.0,344.0,856.0,4.0,1.59,2.89,1.67,0.03,1.0,1.0
0.22,26.0,40.0,731.55,314.0,4.0,0.82,2.89,1.67,0.12,1.0,1.0
0.31,26.0,43.0,230.0,2391.0,4.0,1.26,2.89,1.07,0.06,3.0,1.0
0.31,26.0,1088.0,401.0,790.0,4.0,1.08,2.89,2.18,0.03,1.0,1.0
0.31,26.0,1088.0,727.0,6095.0,4.0,1.79,2.89,1.96,0.12,3.0,1.0
0.23,26.0,7262.0,152.0,17274.99999999997,6.0,1.22,2.89,1.62,0.29549999999999954,2.0,5.0
0.23,26.0,17.0,399.0,32.0,6.0,0.82,2.89,1.62,0.29549999999999954,2.0,5.0
0.2,26.0,433.0,236.0,853.0,1.0,1.7,2.89,1.55,0.19,1.0,5.0
0.2,26.0,433.0,612.0,5.0,1.0,1.7,2.89,1.55,0.19,1.0,5.0
0.2,26.0,52.0,627.0,55.0,1.0,1.7,2.89,1.55,0.19,1.0,5.0
0.2,26.0,88.0,496.0,88.0,1.0,2.25,2.89,1.89,0.01,1.0,5.0
0.2,26.0,88.0,466.0,53.0,1.0,2.25,2.89,1.89,0.01,1.0,5.0
0.2,26.0,865.0,385.0,822.0,1.0,0.82,2.89,1.89,0.01,1.0,5.0
0.2,26.0,39.0,473.0,37.0,1.0,0.82,2.89,1.89,0.01,1.0,5.0
0.2,26.0,27.0,512.0,16.0,1.0,0.82,2.89,1.89,0.01,1.0,5.0
0.2,26.0,1224.0,725.0,1175.0,1.0,2.87,2.89,1.7,0.01,1.0,5.0
0.2,26.0,124.0,665.0,112.0,1.0,2.87,2.89,1.7,0.01,1.0,5.0
0.2,26.0,425.0,39.45,2248.0,1.0,2.87,2.89,1.7,0.01,1.0,1.0
0.2,26.0,23579.0,197.0,17274.99999999997,1.0,1.57,2.89,2.5,0.26,1.0,2.0
0.2,26.0,284.0,731.55,18.0,1.0,1.57,2.89,2.5,0.26,1.0,2.0
0.34,26.0,23890.399999999987,39.45,17274.99999999997,6.0,1.55,2.89,1.41,0.19,3.0,2.0
0.34,26.0,23890.399999999987,350.0,454.0,6.0,1.37,2.89,1.33,0.14,3.0,2.0
0.33,26.0,6711.0,70.0,17274.99999999997,6.0,1.45,2.89,1.45,0.21,2.0,1.0
0.33,26.0,422.0,542.0,430.0,6.0,1.45,2.89,1.45,0.21,2.0,1.0
0.32,26.0,206.0,669.0,614.0,6.0,1.7,2.89,1.51,0.17,1.0,1.0
0.27,26.0,2331.0,168.0,10312.0,1.0,1.56,2.89,1.46,0.07,4.0,1.0
0.43,26.0,76.0,257.0,179.0,1.0,1.69,2.89,1.14,0.22,2.0,1.0
0.31,26.0,11.0,547.0,140.0,1.0,0.82,2.89,0.7445,0.01,1.0,1.0
0.21,26.0,1558.0,174.0,5051.0,2.0,1.59,2.89,1.58,0.09,1.0,2.0
0.21,26.0,1558.0,609.0,15.0,2.0,1.59,2.89,1.58,0.09,1.0,2.0
0.21,26.0,346.0,413.0,223.0,2.0,1.59,2.89,1.58,0.09,1.0,2.0
